element_type,osmid,name,tourism,geometry,access,barrier,bicycle,foot,horse,historic,name:en,ruins,start_date,website,wikidata,wikipedia,description,note,amenity,building,denomination,religion,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,contact:phone,fee,man_made,tower:type,entrance,source,source:date,url,castle_type,attraction,memorial,leisure,sport,natural,disused:natural,archaeological_site,opening_hours,site_type,nodes,email,hearing_loop,height,phone,roof:height,roof:shape,url:miserend,alt_name,ele,name:nl,name:tr,area,highway,surface,landuse,heritage,addr:suburb,architect,animal,ways,dog,name:de,type,locomotive:type,ref,waterway,inscription,survey:date,aerialway,is_in,addr:conscriptionnumber,addr:housename,addr:province,architect:wikipedia,building:levels,url:mma,url:muemlekem,url:viztorony,place,reservation,closest_town,contact:appstore,contact:email,contact:facebook,contact:googleplay,contact:press,contact:radio,contact:soundcloud,contact:youtube,contact:youtube2,official_name,operator,historic:civilization,check_date,display,material,support,visibility,artist_name,description:de,description:en,denotation,leaf_cycle,leaf_type,addr:place,mapillary,name:hu,image,fixme,service_times,url:gc,addr:district,url:geocaching,layer,tunnel,bridge,building:part,observatory:type,roof:colour,source:name,FIXME,intermittent,genus,species,smoking,age,species:hu,url:blog,postal_code,surveillance,surveillance:type,telescope:diameter,telescope:type,video,wall,addr:hamlet,old_name,geological,disused:man_made,contact:website,operator:type,wheelchair:description,name:sk,drinking_water,toilets:disposal,building:colour,location,military,bunker_type,building:architecture,geocaching,local_name,stop_date,description:hu,url:tuhu,contact:mobile,smoothness,date,check_date:opening_hours,contact:instagram,contact:phone_1,opening_hours:url,payment:maestro,payment:mastercard,payment:visa,name:pl,payment:debit_cards,fortification_type,toilets:wheelchair,social_facility,social_facility:for,url:muemlekem.hu,bridge:structure,admin_level,charge,url:műemlékem,capacity,disused:tourism,facebook,url:visegrad,source:geometry,building:condition,url:varak,created_by,contact:foursquare,contact:tripadvisor,cuisine,ref:google,name:es,name:ko,name:ru,name:it,club,free_refill,free_refill_note,live_music,music,outdoor_seating,artwork_type,cave:features,cave:ref,disused,name:ro,name:zh,circumference,diameter_crown,species:ru,protect_class,wikimedia_commons,level,tomb,camera:type,internet_access,internet_access:fee,loc_name,public_transport,railway,railway:name:VPE,railway:ref,railway:ref:DB,train,uic_name,uic_ref,url:turistautak,url:iho,url:kozterkep,remark,operator:de,operator:en,operator:fr,operator:hr,operator:it,operator:ro,operator:sk,operator:sr,seamark:rock:water_level,seamark:type,barometer,hygrometer,thermometer,abandoned:building,abandoned:military,protection_title,taxon,historic:period,url:biatorbágy,url:ertektar,collection,name:ja,aeroway,aircraft:type,razed:tourism,brand,theatre:genre,name:eo,name:fr,zoo,aircraft:model,construction_date,name:cs,name:pt,source:height,official_name:de,alt_name:de,alt_name:en,architect:wikidata,status,internet_access:ssid,old_name:1958-1999,roof:levels,name:el,contact:twitter,garden:type,building:material,building:min_level,name:he,name:uk,name:af,name:an,name:bg,name:ca,name:da,name:eu,name:fi,name:hy,name:id,name:mk,name:sl,name:sr,name:sr-Latn,name:sv,url:ef,url:ertekletar,alt_name:cs,int_name,opening_hours_1,phone:mobile,url:historicgarden,url:2,diocese,name:etymology:wikidata,wheelchair:description:de,url:limes_pannonia,addr:subdistrict,url:BME,url:regitemplomok,url:tok,building:cladding,headframe,resource,cutline,xmas:feature,church,delivery,payment:american_express,payment:amex,payment:cards,payment:cash,payment:coins,payment:electronic_purses,payment:visa_electron,takeaway,species:wikidata,contact:webcam,government,office,short_name,fax,bath:type,telecom,boat,water,lit,url:velenceito,accuracy,ref:hu_geocaching,url:egkep,pump,conscriptionnumber,url:kastelyok,tower:construction,worship,landmark,lanes,maxspeed,priority,source:maxspeed,designation,is_in:zoo,GPS,roof:material,url:geocaching.hu,artwork_subject,fence_type,alt_phone,windmill:vanes,water_slide,heritage:website,opening_hours:office,mineshaft_type,abandoned:railway,incline,length,tracktype,name:la,url:mult,url:wikimapia,ref:ksh,wikidata:2,wikipedia:2,manufacturer:wikidata,maxweight,maxwidth,description:ar,description:bg,description:cz,description:es,description:fi,description:fr,description:gr,description:hr,description:il,description:it,description:ja,description:nl,description:pl,description:ro,description:ru,description:sk,description:sl,description:sr,description:zh,ship:type,website:2,website:3,functional,url:egykor,disused:railway,network,shelter,craft,shop,telescope,telescope:usage,url:bnpi,pump:status,heritage:operator,maxweight:signed,oneway,note:hu,ref:HU:vatin,openplaques:id,boundary,genus:en,genus:hu,planted_by,planted_date,url:epulettar,url:archeodatabase,url:epiteszforum,url:mtak,url:museum,url:sulinet,bottle,fountain,astronomy,min_height,url:darksky,self_service,toilets,old_addr:housenumber,old_addr:street,mtb:scale,sac_scale,url:library_hun,url:templomrom,url:turautak,drinking_water:legal,water_characteristic,product,url:geopark,colour,year_of_construction,community,monastery:type,wikipedia:en,changing_table,operator:addr,ref:vatin,maxheight,embankment,abandoned,abandoned:highway,source:ref,format,format:top,seasonal,trees,motorcar,abandoned:man_made,building:flats,branch,brand:wikidata,brand:wikipedia,operator:wikidata,operator:wikipedia,source:www.posta.hu:date,ref:viztorony.hu
way,372741531,Vigadó,attraction,"POLYGON ((17.8008137 46.0476996, 17.80079 46.047798, 17.8007564 46.047937, 17.800722 46.0479344, 17.8006059 46.0479256, 17.800586 46.0479937, 17.8008185 46.0480112, 17.8007956 46.0480436, 17.8007876 46.048078, 17.8008017 46.0481072, 17.8008277 46.0481352, 17.800794 46.0481687, 17.8007861 46.0481859, 17.8007816 46.0482018, 17.8007887 46.0482321, 17.8008049 46.0482657, 17.8008232 46.0482818, 17.8008469 46.0482916, 17.8008719 46.0482976, 17.8009114 46.0483046, 17.8009506 46.0483014, 17.8009863 46.0482944, 17.8010359 46.048276, 17.8010699 46.048246, 17.8010815 46.0482253, 17.8010896 46.0482015, 17.8010877 46.0481792, 17.8010779 46.0481565, 17.8010598 46.0481398, 17.8010898 46.0481083, 17.8011021 46.0480815, 17.8011048 46.0480438, 17.8011272 46.0480339, 17.801154 46.0480221, 17.8011836 46.0479989, 17.8011981 46.0477108, 17.801105 46.0477097, 17.8010795 46.0478741, 17.8010496 46.0478487, 17.8010149 46.0478366, 17.8009733 46.047836, 17.8009326 46.0478378, 17.8009113 46.047852, 17.800886 46.0478706, 17.8009281 46.0477044, 17.8008137 46.0476996))",,,,,,,,,,,,,,,arts_centre,yes,,,,Szigetvár,,9,7900,József Attila utca,,,,,,,,,,,,,,,,,,,"[3762928681, 3786308501, 3762928682, 3786308499, 3762928683, 3762928684, 3762928685, 3762933222, 3762928686, 3762933599, 3762928687, 3762933598, 3786318430, 3762928688, 3762933596, 3762928689, 3772137431, 3762933597, 3772137434, 3762928690, 3772137435, 3762928691, 3762933604, 3762928692, 3772137433, 3762928693, 3772137432, 3762933595, 3762928694, 3762933600, 3762928695, 3762933601, 3762928696, 3762928697, 3762928698, 3738959963, 3762928699, 3762928700, 3762928701, 3762933602, 3762928702, 3762933603, 3762928703, 3762928704, 3762928705, 3762928681]",,,,,,,,,,,,,,,,,,Makovecz Imre,,,,,,,,,,,,,,,,hu:Makovecz Imre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,589684505,Nádassy kastély,attraction,"POLYGON ((17.9648835 46.1054905, 17.9648868 46.1055191, 17.9650439 46.1055103, 17.9650397 46.1054737, 17.9650953 46.1054706, 17.965082 46.1053562, 17.9650421 46.1053584, 17.9650331 46.1052816, 17.9651124 46.1052771, 17.9650979 46.1051529, 17.9650208 46.1051572, 17.9650118 46.1050799, 17.965057 46.1050774, 17.9650431 46.104958, 17.9649948 46.1049607, 17.9649923 46.1049389, 17.9648377 46.1049476, 17.9648405 46.1049722, 17.9647911 46.104975, 17.9648056 46.1050999, 17.9648323 46.1050984, 17.9648651 46.1053806, 17.9648133 46.1053835, 17.9648262 46.1054937, 17.9648835 46.1054905))",,,,,,castle,,,,http://www.helesfa.hu/index.php/koszonto,,,,,,residential,,,,,,,,,,,,,,,,,stately,,,,,,,,,,"[5631062436, 5923874451, 5923874452, 5631062435, 5923874445, 5923874444, 5923874443, 5923874442, 5923874441, 5923874440, 5923874439, 5923874438, 5923874437, 5631062434, 6039052271, 6039052272, 6039052270, 6039052269, 5631062433, 5923874446, 5923874447, 5923874448, 5923874449, 5923874450, 5631062436]",,,,,,,,II. számú épület,,,,,,,,,,,,,,,,,,,,,,Nádassy telep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://epulettar.hu/projekt/nadassy-kastely-helesfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,344608888,Szentjakabi Bencés Apátság Romkert,attraction,POINT (17.8453031 46.3578318),,,,,,ruins,,,1061,http://www.smmi.hu/regeszet/szentjakab.htm,,hu:Kaposszentjakabi bencés apátság,"A monostort 1061-ben alapította Geur (Győr) fia, Atha somogyi ispán. Helyén egy korábban épült (VII-IX. sz közt) romos templom állt. A templom felszentelésén 1067-ben részt vett Salamon király és Géza herceg is",,,,,,,Kaposvár,,1,7400,Várdomb utca,,,,,,,,https://regitemplomok.wordpress.com/2016/04/24/kaposvar-kaposszentjakabi-bences-apatsag/,,,,,,,,,,,,,,,,,,,Szentjakab Bencés Apátság,,,,,,,,2,Kaposszentjakab,,,,,,,,azonosító: 7937 törzsszám: 4339,,,,,,17099,,,,,,http://muemlekem.hu/muemlek/show/7937,,,,,,,,,,,,,,,"Rippl-Rónai Megyei Hatókörű Városi Múzeum; 7400 Kaposvár, Fő u. 101.; titkarsag@smmi.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+36 30 206 2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://archeodatabase.hnm.hu/hu/node/3910,http://epiteszforum.hu/karoling-kozpont-romjaira-epult-a-kaposszentjakabi-apatsag,http://real.mtak.hu/38238/1/0208.2015.140.7.pdf,http://www.museum.hu/muzeum/1293/Egyud_arpad_Kulturalis_Kozpont_-_Szentjakabi_Bences_Apatsag_Romkert?f,http://www.sulinet.hu/oroksegtar/data/telepulesek_ertekei/tab/tabi_kilato_2009/pages/tk_02_eroditett_templomok.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1359215053,Zsolnay-kút,attraction,POINT (17.7922086 46.356538),yes,,,,,,,,,,,,Fagymentes időszakban használható! A Sétáló utcában ivóviz vételi hely.,,fountain,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,drinking_fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1361936930,Zenepavilon,attraction,POINT (17.7923178 46.3638153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2347833599,Kézi hajtású tűzoltókocsi,attraction,POINT (17.7235669 46.2850926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2912515999,Svastics-kápolna romjai,attraction,POINT (17.8742118 46.5052685),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2971710054,,attraction,POINT (17.4229546 46.4966538),,,,,,yes,,,,,,,,,,,,,,,,,,,,,campanile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Érted is szól a harang ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3400710364,Lokomobil,attraction,POINT (17.728901 46.297969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,,http://turistautak.hu/poi.php?id=165999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3426941481,Gyanta csapolás a fenyőkön,attraction,POINT (17.512652 46.476949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,,http://turistautak.hu/poi.php?id=141557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3438321692,Szabadkai Tibor magánarborétuma,attraction,POINT (17.625233 46.238617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2012-10-14,http://turistautak.hu/poi.php?id=124832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3438328742,Medvehagyma-mező,attraction,POINT (17.747927 46.344303),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2015-01-12,http://turistautak.hu/poi.php?id=114815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3438330580,volt vasútállomás,attraction,POINT (17.869182 46.230343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2015-01-12,http://turistautak.hu/poi.php?id=47677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3463111019,"Gőzmozdony (376,642)",attraction,POINT (17.7940253 46.3530802),,,,,,locomotive,,,,,,,"376,642 pályaszámú gőzmozdony a kaposvári vasútállomáson kiállítva.",,,,,,,,,,,,,,,,,turistautak.hu,2011-04-23,http://turistautak.hu/poi.php?id=110136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3463111042,,attraction,POINT (17.818991 46.399867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2014-10-10,http://turistautak.hu/poi.php?id=173112,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kecskebéka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3463111066,,attraction,POINT (17.819165 46.399782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2014-10-10,http://turistautak.hu/poi.php?id=173111,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mocsári teknős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3463111226,,attraction,POINT (17.818426 46.400017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2014-10-10,http://turistautak.hu/poi.php?id=173113,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tőkés réce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
