element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,name,tourism,geometry,phone,website,wheelchair,heritage,heritage:operator,name:zh,opening_hours,ref:whc,description,name:de,level,wikidata,wikipedia,source,source:date,url,contact:phone,name:en,name:hr,name:hu,operator,access,barrier,historic,inscription,memorial,email,note,survey:date,nodes,building,alt_name,contact:website,fixme,museum,building:levels,man_made,fee,roof:levels,contact:facebook,roof:shape,ownership,addr:conscriptionnumber,charge,name:it,addr:country,is_in,architect,architect:wikipedia,castle_type,facebook,height,ways,archaeological_site,site_type,type,dog,payment:debit_cards,addr:housename,toilets,leisure,tower:type,toilets:wheelchair,building:part,ele,material,observatory:type,roof:colour,roof:height,telescope:type,roof:material,contact:email,description:hu,name:sk,start_date,opening_hours:covid19,contact:instagram,addr:place,addr:suburb,source:addr,check_date:opening_hours,image,denomination,religion,location,url:utisugo,addr:province,historic:man_made,free_refill,name:ru,contact:website:en,layer,wheelchair:description,contact:mobile,official_name,name:es,name:ja,bunker_type,name:nl,phone:mobile,ref,alt_name:en,name:la,ref:HU:vatin,ref:vatin,short_name,operator:en,old_addr:housenumber,old_addr:street,ruins,attraction,addr:floor,historic:civilization,historic:period,addr:district,amenity,description:en,contact:twitter,contact:youtube,operator:type,name:pt,old_name,landuse,name:fr,name:sl,name:sw,contact:fax,post_box,abandoned:military,name:sr,wikimedia_commons,building:colour,name:he,area,url:tuhu,mapillary,loc_name,building:use,denotation,int_name,disused:amenity,food,smoking,name:cs,name:ko,name:pl,name:sv,payment:credit_cards,toilets:access,stop_date,field,payment:cash,opening_hours:signed,exhibit,mobile,payment:american_express,payment:maestro,payment:mastercard,payment:visa,payment:visa_electron,addr:interpolation,internet_access,addr:hamlet,description:fr,description:nl,description:zh,addr:subdistrict,museum_type,demolished:museum,operator:addr,url:geocaching.hu,air_conditioning,source:start_date,building:material,fence_type,description:de,wheelchair:description:en,fax,name:ro,craft,note:hu,note:en,payment:coins,postal_code,community_centre,internet_access:ssid,community_centre:for,note:de,operator:de,source:geometry,office,Endre,url:2,check_date,building_1,name:si
node,4640535776,,,,,Kiskastély,museum,POINT (18.0281092 47.5012117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4723158713,,,,,Kocsimúzeum,museum,POINT (17.9798236 47.6396648),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6873833095,,,,,vízimalom,museum,POINT (18.3386729 47.5001684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7611564718,,,,,Vértes Múzeum,museum,POINT (18.4658316 47.3920578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104914823,Tata,1-3,2890,Váralja utca,Kunyi Domokos Múzeum,museum,"POLYGON ((18.3194074 47.6489663, 18.3195107 47.6489122, 18.3196127 47.6488588, 18.3195313 47.6487883, 18.3195031 47.6488031, 18.3193504 47.6486708, 18.319383 47.6486538, 18.3193354 47.6486125, 18.3192353 47.648665, 18.3191554 47.6485958, 18.3190038 47.6486751, 18.3190837 47.6487444, 18.3191632 47.6487027, 18.3193655 47.648878, 18.3193281 47.6488976, 18.3194074 47.6489663))",+36 34 381 251,http://www.kunymuzeum.hu,no,,,,Tu-Su 09:00-18:00,,,Kuny Domokos Museum,,Q1122060,,,,,,Kuny Domokos Museum,,,,,,,,,info@kunymuzeum.hu,,,"[1209788392, 2508131034, 1209788676, 2508131010, 2508131012, 2508130999, 2508130993, 1209788426, 2508130997, 2508130985, 2508131004, 2508131006, 1209788592, 1209788338, 1209788495, 1209788392]",yes,,,,,,,,,,,,,,,HU,,,,,,,,,,,,,Villa Quadt,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147465779,,,,,Sváb tájház,museum,"POLYGON ((18.4583455 47.6256813, 18.4580703 47.6255199, 18.4580209 47.6255581, 18.4582961 47.6257196, 18.4583455 47.6256813))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1606838202, 1606838120, 1606838046, 1606838299, 1606838202]",house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187089985,Tata,,,,Szabadtéri Geológiai Múzeum,museum,"POLYGON ((18.3188163 47.6384079, 18.3184917 47.638538, 18.3182503 47.6386898, 18.3184756 47.6389573, 18.3184756 47.6391109, 18.3179116 47.6394885, 18.3176012 47.6397633, 18.3174345 47.6398635, 18.3173736 47.6398515, 18.3171697 47.6398913, 18.3169793 47.6398443, 18.3168948 47.6399338, 18.3167231 47.6398045, 18.3169266 47.639652, 18.3169639 47.639478, 18.3167829 47.6392036, 18.3165976 47.639043, 18.3164606 47.6389667, 18.3156641 47.6386735, 18.3155581 47.638614, 18.3155006 47.6385118, 18.3155983 47.6380613, 18.3156362 47.6379284, 18.3155599 47.6375603, 18.3167999 47.6371626, 18.3170728 47.6374916, 18.317679 47.6378837, 18.3179794 47.6380048, 18.3182423 47.6378837, 18.3188163 47.6384079))",,https://www.elte.hu/tata,,,,,Jan-Mar off;Nov-Dec off;Tu-Fr 10:00-16:00;Sa-Su 10:00-17:00,,,,,,,,,,,,,,,,fence,,,,,,,"[1978459021, 4728869684, 4728869685, 4728869686, 4728869687, 10050627101, 4728870489, 10050627102, 4728863335, 4728863336, 4728863337, 4728863338, 4728863339, 1978459134, 1978459083, 1978459092, 1978459094, 6697209075, 6689487078, 10050627070, 1978459026, 1978459018, 1978459013, 1978459009, 1978459005, 4728869679, 4728869680, 4728869681, 4728869682, 1978459021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228410654,Tatabánya,3,2800,Szent Gellért tér,Bánhidai szlovák tájház,museum,"POLYGON ((18.383734 47.5750539, 18.3836077 47.5749765, 18.3835127 47.5749311, 18.3833572 47.5750963, 18.3834412 47.5751486, 18.3835084 47.5750993, 18.3835298 47.5751127, 18.3835891 47.5750693, 18.383656 47.5751109, 18.383734 47.5750539))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2370919938, 2370919922, 2370919920, 2370919935, 2370919925, 2370919941, 2370919942, 2370919945, 2370919940, 2370919938]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243263406,Tatabánya,,2800,Vágóhíd utca,Tatabányai Bányász Skanzen,museum,"POLYGON ((18.3943612 47.562057, 18.393841 47.5619051, 18.3941501 47.5613443, 18.3934522 47.5611196, 18.3938363 47.5604717, 18.3940696 47.5603397, 18.3942666 47.5603192, 18.3946997 47.5604271, 18.3950151 47.5605365, 18.3947933 47.5609587, 18.3948255 47.5612356, 18.3946995 47.5614507, 18.3950081 47.5615543, 18.3952017 47.5617164, 18.394932 47.5621062, 18.3948014 47.5621333, 18.3943612 47.562057))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2506830079, 2506830080, 2506830081, 2506830091, 2506830087, 2506830089, 2506830088, 2506830090, 2506830086, 8290396704, 8290396703, 2506830082, 2506830085, 2506830084, 3148318053, 2506830083, 2506830079]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,275835158,,,,,Emlékház,museum,"POLYGON ((18.1827207 47.671923, 18.1826504 47.671982, 18.1829155 47.6721253, 18.1829657 47.6720832, 18.1828718 47.6720324, 18.182892 47.6720155, 18.1827207 47.671923))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2805078721, 2805078729, 2805078748, 2805078743, 2805078737, 2805078733, 2805078721]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302573007,,,,,,museum,"POLYGON ((18.3376178 47.4974322, 18.3377203 47.4973762, 18.3376479 47.4973157, 18.3375453 47.4973717, 18.3376178 47.4974322))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3068220371, 3068220372, 3068220373, 3068220374, 3068220371]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311385218,Tardos,8,2834,Rákóczi Ferenc utca,Rádió Múzeum,museum,"POLYGON ((18.4489624 47.6633124, 18.4490685 47.6633919, 18.4489797 47.6634457, 18.449058 47.6635044, 18.4489809 47.663551, 18.4487965 47.6634127, 18.4489624 47.6633124))",,,,,,,,,,,,,,,,,,,,,Tarnóczy András,,,,,,,,,"[3170217771, 3170217772, 3170217774, 3170217775, 3170217776, 3170217773, 3170217771]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323931198,,,,,Helytörténeti Múzeum és Tűzoltótorony,museum,"POLYGON ((18.4661146 47.3919866, 18.4660325 47.3920327, 18.4660604 47.3920557, 18.4660108 47.3920834, 18.4660768 47.3921377, 18.4660515 47.3921518, 18.4660836 47.3921781, 18.4661585 47.3921363, 18.4662874 47.3922422, 18.4663695 47.3921961, 18.4661146 47.3919866))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307018993, 3307018995, 7055294669, 7055294665, 7055294668, 7055294667, 7055294666, 7055294670, 3307019008, 3307019004, 3307018993]",public,,,,,,tower,,,,,,,,,,,,,,,,,,,,,,,,,watchtower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,338037301,Kocs,,2898,,Kocsi múzeum,museum,"POLYGON ((18.2119124 47.6096484, 18.2123354 47.6096454, 18.2123342 47.6095673, 18.2122616 47.6095678, 18.2122619 47.6095926, 18.2120195 47.6095943, 18.2120193 47.6095789, 18.2120191 47.6095668, 18.2119572 47.6095672, 18.2119576 47.6095947, 18.2119116 47.6095951, 18.2119124 47.6096484))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3450979659, 3450979658, 3450979650, 3450979651, 3450979654, 3450979655, 3450979653, 3450979648, 3450979649, 3450979656, 3450979657, 3450979659]",public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,356278479,Tata,50,2890,Eötvös József utca,,museum,"POLYGON ((18.3195613 47.6406425, 18.3196966 47.6406425, 18.3196966 47.6407792, 18.3195613 47.6407792, 18.3195613 47.6406425))",,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,"[3617404336, 3617404337, 3617404339, 3617404338, 3617404336]",yes,,,,,2,,,,,,,,,,HU,,,,,,9,,,,,,,Csillagda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,361569194,,,,,Fazekas Emlékház,museum,"POLYGON ((18.4575442 47.3914375, 18.4577157 47.3913085, 18.4577841 47.3913502, 18.4576126 47.3914792, 18.4575442 47.3914375))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3660223924, 3660223922, 3660223923, 3660228825, 3660223924]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,361569195,,,,,Geszner-ház,museum,"POLYGON ((18.4849759 47.3935332, 18.4850677 47.3934594, 18.4848877 47.3933568, 18.4847959 47.3934307, 18.4849759 47.3935332))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3660228829, 3660228828, 3660228826, 3660228827, 3660228829]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,361583545,,,,,Német Nemzetiségi Tájház,museum,"POLYGON ((18.521998 47.4289743, 18.5219186 47.4290109, 18.5220822 47.4291729, 18.5221615 47.4291362, 18.521998 47.4289743))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3660368276, 3660368277, 3660368279, 3660368278, 3660368276]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447917394,,,,,Lábatlani Cementgyári Emlékház és Tudásközpont,museum,"POLYGON ((18.4837721 47.7501247, 18.4839773 47.7500904, 18.4838633 47.7498533, 18.4836689 47.7498939, 18.4837721 47.7501247))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4449733529, 4449733528, 4449733526, 4449733527, 4449733529]",public,,,"survey building geometry, entrance, opening time; rebuilt @2016-09-30, satellite imagery is outdated!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,492837066,,,2890,Kodály Zoltán tér,Czégényi malom,museum,"POLYGON ((18.3274631 47.6481983, 18.3273549 47.6482424, 18.3272448 47.648261, 18.3271335 47.648137, 18.3273345 47.6480551, 18.3273941 47.6481215, 18.3274631 47.6481983))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4848071824, 4848071825, 4848071826, 4848071827, 4848071828, 4848071829, 4848071824]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,633727960,,,,,Tájház,museum,"POLYGON ((18.3813519 47.7047061, 18.3813717 47.7046506, 18.3815789 47.7046842, 18.381559 47.7047397, 18.3813519 47.7047061))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5981904199, 5981904198, 5981904197, 5981904196, 5981904199]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,723109475,Tata,50,2890,Eötvös József utca,TIT Posztoczky Károly Csillagvizsgáló és Múzeum,museum,"POLYGON ((18.3196315 47.6406648, 18.3196477 47.6406688, 18.3196592 47.6406773, 18.3196634 47.6406885, 18.3196595 47.6406998, 18.3196483 47.6407085, 18.3196323 47.6407127, 18.3196152 47.6407115, 18.319601 47.640705, 18.3195929 47.6406948, 18.3195927 47.6406832, 18.3196005 47.6406729, 18.3196145 47.6406663, 18.3196315 47.6406648))",,http://www.titkom.hu/tataicsillagda.html,,,,,Fr 18:00-22:00,,,,,,,,,https://www.mcse.hu/helyi-csoportok/tata/,,,,,TIT Komárom-Esztergom Megyei Egyesület,yes,,,,,,,,"[6782522663, 6782522662, 6782522661, 6782522660, 6782522659, 6782522658, 6782522657, 6782522656, 6782522655, 6782522654, 6782522653, 6782522652, 6782522651, 6782522663]",,,,,,,telescope,no,,,dome,,,,,HU,,,,,,10,,,,,,,Csillagda,,,,,dome,120,metal,astronomical,white,13,optical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,747459334,Dad,,2854,Dózsa György út,Tájház,museum,"POLYGON ((18.2258734 47.5159838, 18.2258139 47.5159264, 18.225998 47.5158393, 18.2260576 47.5158968, 18.2258734 47.5159838))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6993983105, 6993983106, 6993983107, 6993983108, 6993983105]",house,,,,,1,,,,,hipped,,,,,HU,,,,,,,,,,,,,,,,,,,,,,#000000,,,thatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,816972002,,,,,Iskola- és Falumúzeum,museum,"POLYGON ((17.9631149 47.4735139, 17.9632237 47.4734768, 17.9631285 47.473349, 17.9630197 47.473386, 17.9631149 47.4735139))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7630265640, 7630265637, 7630265638, 7630265639, 7630265640]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,871666209,Komárom,1,2900,Duna-part,Monostori Erőd,museum,POINT (18.0944718 47.7508953),,,,,,,Mo-Su 09:00-18:00,,,,,,hu:Komáromi erődrendszer,,,,+36 34 540 582,Fort Monostor Komárom,,,Monostori Erőd Nonprofit Kft.,,,castle,,,,,,,,,http://www.erod.hu/,merge,,,,,,,,,,,,,,,,fortress,,,,,,,,,,,,,,,,,,,,,,info@fort-monostor.hu,Nyári nyitvatartás: március 1-től november 1-ig,Pevnosť Monoštor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,871669036,,,,,,museum,POINT (18.1384013 47.7452949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3471787657,,,,,Haditechnikai kiállítás,museum,POINT (18.0947595 47.7498925),,,,,,,,,,,,,,turistautak.hu,2015-01-30,http://turistautak.hu/poi.php?id=117916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3471787665,Komárom,22,2900,Kelemen László utca,Klapka György Múzeum,museum,POINT (18.116467 47.745217),,,,,,,,,"1996-ban nyílt állandó kiállításon, a brigetioi ásatások freskó és egyéb leletei láthatók.",,,,,turistautak.hu,2010-08-23,http://turistautak.hu/poi.php?id=275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3471787683,,,,,Kenyérmúzeum,museum,POINT (18.095965 47.749738),,,,,,,,,,,,,,turistautak.hu,2015-01-30,http://turistautak.hu/poi.php?id=100546,,,,,,,,,,,,,,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5481338484,,,,,Hadtörténeti kiállítás,museum,POINT (18.0963853 47.7505358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5481338491,,,,,"Duna, Hajők, mesterségek kiállítás",museum,POINT (18.0953508 47.7525211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,464729306,,,,,Modern Művészeti Gyűjtemény,museum,POINT (19.1300991 47.777597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,464729317,,,,,Memento Mori Kiállítóhely,museum,POINT (19.1273057 47.7778011),,,no,,,,Apr-Oct Tu-Su 10:00-18:00; Nov -Mar Tu-Su 10:00-17:00; PH closed,,,,,,,,,,,,,,Tragor Ignác Múzeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,465190095,,,,,Középkori Pince Kiállítóhely,museum,POINT (19.1286665 47.7786972),,,,,,,,,,,,,,,,,,,,,Tragor Ignác Múzeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,470332165,,,,,Múzeum,museum,POINT (19.1312593 47.7745207),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1597825745,,,,,Kemencei Erdei Múzeumvasút,museum,POINT (18.8938029 48.0131403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1744447751,,,,,Tájház,museum,POINT (18.8257924 47.9356044),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bányagazda ház,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
