element_type,osmid,name,tourism,geometry,source,addr:city,addr:housenumber,addr:postcode,addr:street,website,wikidata,wikipedia,addr:country,nodes,fee,highway,inscription,layer,lit,opening_hours,start_date,surface,tunnel,building,note,email,phone,shop,contact:phone,source:wheelchair,wheelchair,wheelchair:description,level,air_conditioning,facebook,name:de,name:en,name:es,name:hu,name:it,name:ru,name:zh,operator,barrier,amenity,fax,club,disused:addr:city,disused:addr:country,disused:addr:housenumber,disused:addr:postcode,disused:addr:street,disused:amenity,flickr,internet_access,internet_access:ssid,short_name,chip_scanner,toilets:wheelchair,name:pl,cuisine,contact:facebook,contact:website,description,dog,free_refill,owncup,owncup:discount,alt_name,capacity,contact:email,official_name,official_name:en,ref:google,contact:foursquare,historic,url,name:cs,name:da,name:el,name:fi,name:fr,name:hr,name:ie,name:ja,name:la,name:nl,name:no,name:pt,name:ro,name:se,name:sk,name:sl,name:sr,name:uk,is_in:city,is_in:country,contact:tripadvisor,check_date:opening_hours,artwork_type,indoor,leisure,source:geometry,building:levels,int_name,old_name,architect,building:colour,building:material,roof:colour,roof:levels,roof:material,roof:shape,wikipedia:hu,architect:wikipedia,contact:fax,office,source:start_date,ways,type,heritage,source:date,addr:subdistrict,loc_name,fixme,opening_hours:signed,operator:type,charge,mobile
node,4356708652,Új Budapest Galéria,gallery,POINT (19.0605337 47.4840709),,Budapest,11-12,1093,Fővám tér,http://budapestgaleria.hu/_/uj-budapest-galeria-informaciok/,,,,,yes,,,,,Tu-Su 10:00-18:00,,,,,,info@budapestgaleria.hu,+36 1 426 4714,,,,,,,,https://www.facebook.com/ujbudapestgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4713806300,Próféta Galéria,gallery,POINT (19.053236 47.4829975),,Budapest,3,1111,Szent Gellért tér,http://profetagaleria.hu/,,,,,,,,,,,,,,,,retibudapest@gmail.com,+36 20 923 3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/Pr%C3%B3f%C3%A9ta%20Gal%C3%A9ria/389184824450966/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4727803190,Erdesz Galeria & Design,gallery,POINT (19.0768226 47.6681522),,Szentendre,4,2000,Bercsényi utca,http://www.galleryerdesz.hu,,,,,,,,,,,,,,,,art@galleryerdesz.hu,+36 30 941 7896,,,,,,,,,,Gallery Erdesz,,,,,,Erdesz Laszlo,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4792183534,Vigadó Galéria,gallery,POINT (19.0495312 47.4957556),,Budapest,2,1051,Vigadó tér,http://vigado.hu/,Q1426265,hu:Vigadó Galéria,,,,,,,,Mo-Su 10:00-19:00,,,,,,kozonsegszolgalat@vigado.hu,+36 1 328 3300,,,,yes,,,,https://www.facebook.com/pestivigado,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4797325745,Titok Galéria,gallery,POINT (19.0568248 47.5034055),,Budapest,12,1066,Ó utca,http://titokgaleria.hu/,,,,,yes,,,,,We-Su 13:00-19:00,,,,,,secretgallery.hu@gmail.com,+36 70 218 0102,,,,no,,,,https://www.facebook.com/810183179025226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664695,Vintage Galéria,gallery,POINT (19.0603882 47.4921439),,Budapest,26,1053,Magyar utca,,,,,,,,,,,Tu-Fr 14:00-18:00,,,,,,,,,+36 1 337 0584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vintage.hu/,,,,,,,,galeria@vintage.hu,,,/g/1txc5tmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664696,Viltin Galéria,gallery,POINT (19.0608916 47.5011533),,Budapest,1,1061,Vasvári Pál utca,http://viltin.hu/,,,,,,,,,,Tu-Fr 13:00-18:00; Sa 11:00-17:00,,,,,,info@viltin.hu,+36 1 787 5866,,,,no,,,,https://www.facebook.com/viltingaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664697,Várfok Project Room,gallery,POINT (19.0257646 47.5058349),,Budapest,14,1012,Várfok utca,http://www.varfok-galeria.hu/,,,,,,,,,,Tu-Sa 11:00-18:00,,,,,,galeria@varfok-galeria.hu,+36 30 846 2998,,,,,,,,https://www.facebook.com/varfokprojectroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664698,Tobe Galéria,gallery,POINT (19.0514521 47.517425),,Budapest,6,1136,Herzen utca,http://tobegallery.hu/,,,,,,,,,,Tu-Fr 14:00-18:00,,,,,,info@tobegallery.hu,,,,,,,,,https://www.facebook.com/tobegallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664701,Neon Galéria,gallery,POINT (19.0563246 47.5063935),,Budapest,47,1065,Nagymező utca,https://www.galerianeon.hu/,,,,,,,,,,Mo-Fr 14:00-18:00,,,,,,info@galerianeon.hu,+36 20 922 6437,,,,,,,,https://www.facebook.com/120432717986713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664702,Molnár Ani Galéria,gallery,POINT (19.0647056 47.4925856),,Budapest,22,1088,Bródy Sándor utca,http://molnaranigaleria.hu/,,,,,,,,,,Tu-Fr 12:00-18:00,,,,,,info@molnaranigaleria.hu,+36 1 327 0095,,,,,,,,https://www.facebook.com/molnaranigaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664703,Léna & Roselli,gallery,POINT (19.0508817 47.4938841),,Budapest,6,1052,Galamb utca,,,,,,,,,,,Mo-Fr 11:00-17:00,,,,,,,,,+36 30 435 7443,,yes,,,,,,,,,,,,Léna & Roselli Galéria Kft.,,,,,,,,,,,,,,,,,,,100063455623541,https://lenaroselligallery.com/,,,,,,,,lena@lenaroselligallery.com,,,/g/1v3hyrws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664705,Godot Galéria,gallery,POINT (19.0522106 47.4817735),,Budapest,11,1114,Bartók Béla út,http://godot.hu/,,,,,no,,,,,Tu-Fr 09:00-14:00; Sa 10:00-13:00,,,,,,waiting@godot.hu,+36 70 381 6775,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664706,"Fest, Tisztít Galéria",gallery,POINT (19.0269514 47.5058518),,Budapest,8,1012,Várfok utca,,,,,,,,,,,Mo-Su 17:30-20:30,,,,,,festtisztit.galeria@gmail.com,,,,,,,,,https://www.facebook.com/festtisztitgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664707,Deák Erika Galéria,gallery,POINT (19.0598124 47.5042011),,Budapest,1,1066,Mozsár utca,http://deakgaleria.hu/,,,,,,,,,,We-Fr 12:00-18:00; Sa 11:00-16:00,,,,,,info@deakgaleria.hu,+36 1 201 3740,,,,,,,,https://www.facebook.com/deakgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664709,Artphoto Galéria,gallery,POINT (19.0518469 47.4798686),,Budapest,30,1111,Bartók Béla út,http://artphoto.hu/,,,,,,,,,,"Mo,We,Fr 15:00-19:00",,,,,,contact@artphoto.hu,+36 20 938 1711,,,,no,,,,https://www.facebook.com/388595691236496,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4801664711,ACB Galéria,gallery,POINT (19.0669043 47.504248),,Budapest,76,1068,Király utca,http://acbgaleria.hu/,,,,,,,,,,Tu-Fr 14:00-18:00,,,,,,acbinfo@acbgaleria.hu,+36 1 413 7608,,,,,,,,https://www.facebook.com/acbgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4807830381,A.P.A. Galéria,gallery,POINT (19.0675265 47.492481),,Budapest,5,1085,Horánszky utca,http://ateliers.hu/,,,,,,,,,,Mo-Fr 12:00-18:00,,,,,,info@ateliers.hu,+36 1 486 2378,,,,,,,,https://www.facebook.com/210222695688899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4807886314,AQB Project Space,gallery,POINT (19.0403751 47.4158044),,Budapest,48-50,1222,Nagytétényi út,https://www.aqb.hu/,,,,,,,,,,"""on appointment""",,,,,,wb@aqb.hu,+36 70 455 4040,,,,,,,,https://www.facebook.com/art.quarter.budapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4807986415,Artus Stúdió,gallery,POINT (19.0445123 47.4596113),,Budapest,7,1116,Sztregova utca,http://artus.hu/,,,,,,,,,,Mo-Fr 10:00-18:00,,,,,,artus.studio@gmail.com,+36 1 204 3755,,,,,,,,https://www.facebook.com/artus.studio,,,,,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4807986416,Artbázis Összművészeti Műhely,gallery,POINT (19.067708 47.4907709),,Budapest,25,1085,Horánszky utca,http://artbazis.hu/,,,,,,,,,,"Tu,Th 15:00-18:00",,,,,,info@artbazis.hu,+36 70 620 2478,,,,,,,,https://www.facebook.com/art.bazis.artist,,,,,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4808159561,BMK Galéria,gallery,POINT (19.0315725 47.464083),,Budapest,55/a,1119,Etele út,http://bmknet.hu/,,,,,,,,,,Mo-Fr 09:00-19:00; Sa 13:00-18:00,,,,,,bmk@bmknet.hu,+36 1 371 2760,,,,,,,,https://www.facebook.com/bmknet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4808159565,Budapest Art Brut Galéria,gallery,POINT (19.0749963 47.4842605),,Budapest,60-62,1082,Üllői út,http://artbrut.hu/,,,,,,,,,,Mo-Fr 10:00-18:00,,,,,,bpartbrut@moravcsikalapitvany.hu,+36 20 663 2875,,,,,,,,https://www.facebook.com/babgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAB Galéria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4808159566,Balassi Galéria,gallery,POINT (19.0335023 47.486687),,Budapest,51,1016,Somlói út,http://www.balassiintezet.hu/,,,,,,,,,,Mo-Su 10:00-18:00,,,,,,bbi@bbi.hu,+36 1 381 5100,,,,,,,,https://www.facebook.com/balassiintezet.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4808170737,Palmetta Design és Textilművészeti Galéria,gallery,POINT (19.0518847 47.479944),,Budapest,30,1111,Bartók Béla út,http://palmettadesign.hu/,,,,,no,,,,,Mo-Fr 11:00-19:00,,,,,,palmettabudapest@gmail.com,+36 70 610 7330,gift,,,no,,,,https://www.facebook.com/PalmettaDesignGaleria,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4808191025,B32 Galéria és Kultúrtér,gallery,POINT (19.0517389 47.4795649),,Budapest,32,1111,Bartók Béla út,https://www.ujbuda.hu/tags/b32-galeria-es-kulturter,,,,,,,,,,Mo-Fr 10:00-18:00,,,,,,b32@ujbuda.hu,+36 1 787 0039,,,,yes,,,,https://www.facebook.com/B32kulturter,,,,,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4808711504,Chimera-Project Gallery,gallery,POINT (19.0638274 47.4989541),,Budapest,5,1072,Klauzál tér,http://www.chimera-project.com/,,,,,,,,,,"Th 16:00-19:00; Fr,Sa 15:00-18:00",,,,,,info@chimera-project.com,+36 30 768 2947,,,,no,,,,https://www.facebook.com/ChimeraProject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4808711870,CARTC Projekt Space,gallery,POINT (19.0628678 47.4841541),,Budapest,31,1093,Lónyay utca,https://store.cartc.hu/exhibitions/,,,,,,,,,,Tu-Fr 13:00-17:00,,,,,,tothpalsandor@gmail.com,+36 70 360 2253,,,,,,,,https://www.facebook.com/cartc2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4809476134,Deák 17 Galéria,gallery,POINT (19.0528518 47.4967569),,Budapest,17,1052,Deák Ferenc utca,,,,,,no,,,,,Tu-Fr 10:00-18:00; Sep 01-Jun 15 Sa 09:00-13:00,,,,,,,,,+36 1 266 0482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100063649239147,https://www.deak17galeria.hu/,,,,,,,,info@deak17galeria.hu,,,/g/11s7vx2twh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4815340361,Faur Zsófi Galéria,gallery,POINT (19.0513526 47.4802599),,Budapest,25,1114,Bartók Béla út,http://www.galeriafaur.hu/,,,,,,,,,,Mo-Fr 12:00-18:00,,,,,,info@galeriafaur.hu,+36 1 209 3635,,,,no,,,,https://www.facebook.com/FaurZsofiGallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4815633681,FISE Galéria,gallery,POINT (19.0528687 47.5069605),,Budapest,16,1054,Kálmán Imre utca,http://fise.hu/,,,,,,,,,,Mo-Fr 13:00-18:00,,,,,,iroda@fise.hu,+36 1 311 3051,,,,,,,,https://www.facebook.com/FISE.art.craft.design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816221587,K.A.S. Galéria,gallery,POINT (19.0523518 47.482099),,Budapest,9,1114,Bartók Béla út,http://kasgaleria.tumblr.com/,,,,,,,,,,Tu-Fr 14:00-18:00,,,,,,kasgaleria@gmail.com,+36 30 906 1764,,,,no,,,,https://www.facebook.com/kasgaleria,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816221588,Horizont Galéria,gallery,POINT (19.0584216 47.5052796),,Budapest,32,1066,Zichy Jenő utca,http://horizontgaleria.hu/,,,,,,,,,,Tu-Fr 14:00-19:00; Sa 14:00-18:00,,,,,,info@horizontgaleria.hu,+36 1 426 5898,,,,,,,,http://www.facebook.com/horizontgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816517166,Knoll Galéria,gallery,POINT (19.0635646 47.503977),,Budapest,10,1061,Liszt Ferenc tér,http://www.knollgaleria.hu/,,,,,,,,,,Tu-Fr 14:00-18:30; Sa 11:00-14:00,,,,,,knollgaleria@hu.inter.net,+36 1 267 3842,,,,,,,,https://www.facebook.com/114827621914923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816656071,Latarka Galéria,gallery,POINT (19.0606989 47.503773),,Budapest,32,1061,Andrássy út,http://polinst.hu/platan/kiallitasok,,,,,,,,,,Tu-Fr 11:00-19:00,,,,,,latarkagaleria@gmail.com,+36 1 331 3911,,,,,,,,https://www.facebook.com/154833964720440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816656072,Platán Galéria,gallery,POINT (19.0607465 47.5037399),,Budapest,32,1061,Andrássy út,http://polinst.hu/platan/kiallitasok,,,,,,,,,,Tu-Fr 11:00-19:00,,,,,,budapest.info@instytutpolski.org,+36 1 505 4662,,,,,,,,https://www.facebook.com/PlatanGaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816709880,MissionArt Galéria,gallery,POINT (19.0485026 47.5121111),,Budapest,30,1055,Falk Miksa utca,,,,,,no,,,,,Mo-Fr 10:00-18:00,,,,,,,,,+36 1 302 8587,,,,,,,,,,,,,,Falk 30 Kft.,,,,,,,,,,,,,,,,,,,missionartgaleria,https://missionart.hu/,,,,,,,,budapest@missionart.hu,,,/g/1tngp1fs,4cd971e24ebba0908ec2acd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816821194,Resident Art Showroom,gallery,POINT (19.0605149 47.5029968),,Budapest,33,1061,Andrássy út,http://www.residentart.com/showroom,,,,,,,,,,Tu-Fr 13:00-18:00,,,,,,hello@residentart.com,+36 1 339 4573,,,,,,,,https://www.facebook.com/ResidentartBudapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816821195,PH21 Galéria,gallery,POINT (19.0666678 47.4822275),,Budapest,55,1092,Ráday utca,https://www.ph21gallery.com/,,,,,,,,,,We-Sa 14:00-18:00,,,,,,ph21.gallery@ph21gallery.com,,,,,,,,,https://www.facebook.com/Ph21Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816821196,Trapéz Galéria,gallery,POINT (19.0593106 47.491417),,Budapest,3,1053,Henszlmann Imre utca,,,,,,,,,,,Tu-Fr 14:00-18:00,,,,,,,,,+36 30 210 3120,,,,,,,,,,,,,,Földvári Ritka Könyv és Műtárgy Kft.,,,,,,,,,,,,,,,,,,,100063601357333,http://trpz.hu/,,,,,,,,info@trpz.hu,,,/g/11cm038kdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816821197,Virág Judit Galéria,gallery,POINT (19.0484637 47.5119589),,Budapest,30,1055,Falk Miksa utca,,,,,,no,,,,,Mo-Fr 10:00-18:00; Sa 10:00-13:00,,,,,,,,,+36 1 312 2071,,,,,,,,,,,,,,Mű-terem Galéria Kft.,,,,,,,,,,,,,,,,,,,105774582811802,https://viragjuditgaleria.hu/,,,,,,,,info@viragjuditgaleria.hu,,,/g/1hf2f379t,4d762532b8e28cfa4ce60167,,,,,,,,,,,,,,,,,,,,,,,12574523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816834849,Négyszoba Galéria,gallery,POINT (19.0637255 47.4975424),,Budapest,17,1077,Wesselényi utca,http://www.eromuvhaz.hu/,,,,,,,,,,Mo-Fr 14:00-18:00,,,,,,titkarsag@eromuvhaz.hu,+36 1 413 3550,,,,,,,,https://www.facebook.com/1823566104527490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4816834850,Óbudai Társaskör Galéria,gallery,POINT (19.0431288 47.5383799),,Budapest,7,1036,Kiskorona utca,https://obudaitarsaskor.hu/,,,HU,,yes,,,,,Tu-Su 15:00-19:00,,,,,,info@obudaitarsaskor.hu,+36 1 250 0288,,,,,,,,https://www.facebook.com/obudaitarsaskor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4817881248,Lénia Galéria,gallery,POINT (18.9756904 47.5265797),,Budapest,74,1021,Széher út,http://www.galerialenia.hu/,,,,,,,,,,Tu 16:00-18:00; Sa 14:00-17:00,,,,,,info@galerialenia.hu,+36 1 274 2342,,,,,,,,https://www.facebook.com/galerialenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4818171739,Artézi Galéria,gallery,POINT (19.0340636 47.5488454),,Budapest,18,1037,Kunigunda útja,http://artezi.hu/,,,,,,,,,,"""on appointment""",,,,,,gallery@artezi.hu,+36 20 496 3408,,,,,,,,https://www.facebook.com/ArteziGaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4818195878,Forrás Galéria,gallery,POINT (19.0646227 47.5046483),,Budapest,9,1067,Teréz körút,http://forrasgaleria.hu/,,,,,,,,,,Mo-Th 12:00-18:00; Fr 09:30-13:30,,,,,,info@forrasgaleria.hu,+36 1 411 1248,,,,,,,,https://www.facebook.com/forrasgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4818287331,Jurányi Galéria,gallery,POINT (19.0302314 47.5084079),,Budapest,1,1027,Jurányi utca,http://juranyihaz.hu/,,,,,,,,,,Mo-Th 09:00-24:00; Fr 09:00-02:00; Sa 10:00-02:00; Su 10:00-23:00,,,,,,juranyititkarsag@gmail.com,+36 70 777 2533,,,,,,,,https://www.facebook.com/JuranyiProdukciosInkubatorhaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4818287332,Hegyvidék Galéria,gallery,POINT (19.0188769 47.4952623),,Budapest,10,1126,Királyhágó tér,https://www.hegytortenet.hu/galeria,,,,,,,,,,Tu-Fr 10:00-18:00; Sa 10:00-14:00,,,,,,info@hegyvidekgaleria.hu,+36 1 457 0501,,,,,,,,https://www.facebook.com/hegyvidekgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4818306679,Nagy Balogh János Kiállítóterem,gallery,POINT (19.1415712 47.4532074),,Budapest,57,1196,Ady Endre út,https://kmo.hu/intezmenyek/nagy-balogh-janos-kiallitoterem,,,,,,,,,,Tu-Fr 14:00-18:00; Sa 10:00-14:00,,,,,,kmo@kispest.hu,+36 1 281 1619,,,,,,,,https://www.facebook.com/187025074780745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819875776,Újbuda Galéria,gallery,POINT (19.037543 47.4768715),,,,,,https://www.ujbuda.hu/tags/ujbuda-galeria,,,,,,,,,,Mo 13:00-18:00; We 08:00-16:00; Fr 08:00-12:00,,,,,,hivatal@ujbuda.hu,+36 1 372 4500,,,,,,,,https://www.facebook.com/ujbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819875777,Karinthy Szalon,gallery,POINT (19.0519708 47.4766588),,Budapest,22,1111,Karinthy Frigyes út,https://kultura.ujbuda.hu/tags/karinthy-szalon,,,,,,,,,,Mo-Fr 11:00-18:00,,,,,,karinthy.szalon@gmail.com,+36 1 209 3706,,,,no,,,,https://www.facebook.com/karinthyszalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819875781,MAMŰ Galéria,gallery,POINT (19.0805866 47.5083145),,Budapest,39,1071,Damjanich utca,http://www.mamu.hu/,,,,,,,,,,We-Fr 14:00-18:00,,,,,,mamusociety@gmail.com,+36 30 998 4717,,,,,,,,https://www.facebook.com/mamu.tarsasag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819875782,Magyar Műhely Galéria,gallery,POINT (19.0673619 47.4986073),,Budapest,20,1072,Akácfa utca,http://www.magyarmuhely.hu/a-galeriarol,,,,,,,,,,Mo-Fr 10:00-18:00,,,,,,magyarmuhely@magyarmuhely.hu,+36 1 321 4757,,,,limited,,,,https://www.facebook.com/1573583802927731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
